N,P,K,temperature,humidity,ph,rainfall,label
85,44,38,25.147898,79.107317,7.121675,168.061137,jute
94,53,44,25.219488,82.85667,6.586208,181.129545,jute
52,51,48,29.150368,91.800606,6.621529,166.353921,papaya
8,59,25,23.48354,67.000785,6.3815,40.008435,lentil
13,132,199,24.173073,82.630848,5.962531,74.935016,grapes
84,55,42,25.99707,83.223293,5.993711,194.915667,rice
39,16,14,19.625119,92.862939,6.905418,116.999515,orange
39,55,17,28.484086,83.69415,6.307397,61.095322,mungbean
28,21,28,30.789799,48.785586,6.07852,94.280418,mango
34,57,20,22.301809,20.009023,5.745459,66.161285,kidneybeans
34,136,198,23.998621,82.1216,5.878257,66.192286,grapes
40,55,19,28.377854,85.752213,6.415657,49.301089,mungbean
16,10,14,27.517166,91.955002,6.312748,118.530012,orange
22,68,19,30.184785,54.974152,5.552384,109.930161,pigeonpeas
88,85,47,27.870633,82.600921,6.120441,103.32339,banana
63,57,36,23.524715,81.868776,6.446402,245.126933,rice
35,74,15,23.382669,59.269469,5.789839,181.622269,pigeonpeas
31,7,42,20.63235,88.663506,6.169298,102.534938,pomegranate
102,28,29,25.955109,63.316098,6.736206,180.754248,coffee
94,17,53,28.655291,93.83959,6.282784,20.499225,muskmelon
27,70,18,28.349265,64.033537,6.825807,67.101178,blackgram
37,45,48,31.574453,91.172906,6.798975,194.112423,papaya
65,60,50,35.78863,91.91871,6.62134,161.95721,papaya
30,13,41,22.908365,90.137468,6.178468,104.253565,pomegranate
50,76,23,17.304488,21.686167,5.716422,143.943946,kidneybeans
44,66,83,19.218677,16.350015,6.993333,69.235875,chickpea
4,43,25,28.939734,84.592467,6.222478,61.121602,mungbean
3,59,23,28.857357,85.651177,6.529025,57.323006,mungbean
18,17,31,29.948719,52.268646,5.324643,89.042504,mango
22,74,23,29.39021,50.943127,6.396995,137.443188,pigeonpeas
90,11,54,28.874394,92.329136,6.634087,27.156765,muskmelon
9,25,25,32.685237,50.603065,5.449662,86.494288,mango
3,52,19,26.269373,52.295221,6.37503,61.911399,mothbeans
27,75,21,26.065228,46.573559,6.495542,129.038745,pigeonpeas
103,20,54,27.996804,91.505055,6.548391,22.988031,muskmelon
91,46,37,22.667309,82.256565,5.980837,268.934478,rice
5,17,41,20.735914,91.830594,5.945727,105.423866,pomegranate
117,13,52,27.882521,91.548185,6.541021,26.168841,muskmelon
23,67,18,25.952319,31.655826,5.043915,170.464611,pigeonpeas
3,134,204,22.638559,91.142011,5.818678,123.962907,apple
2,50,18,27.912912,86.794646,6.392082,57.180859,mungbean
74,58,42,23.243862,83.100129,6.320319,207.510167,rice
58,73,22,19.607627,20.490778,5.645791,125.946013,kidneybeans
10,143,197,23.607619,93.25215,6.004236,123.872243,apple
63,38,41,23.202811,83.082021,6.220795,199.711896,rice
11,24,29,29.167551,49.875348,5.306646,77.123295,mango
66,67,48,33.759763,91.90012,6.607808,51.708016,papaya
16,37,18,27.867218,52.713837,6.50069,30.066571,mothbeans
121,48,22,24.562311,80.823703,6.091969,102.216677,cotton
7,9,39,20.509457,90.680821,6.534487,103.012313,pomegranate
27,69,18,24.944957,53.230683,5.490335,109.995675,pigeonpeas
68,61,51,27.182638,92.214036,6.496833,108.386419,papaya
18,65,16,22.354604,62.489281,6.492706,63.226865,lentil
78,50,25,22.374819,60.33183,6.34489,104.210323,maize
24,59,82,19.398271,16.715859,6.992149,78.457896,chickpea
86,18,49,28.47513,92.833376,6.406117,29.986114,muskmelon
102,54,22,23.277153,81.357332,6.346421,75.341907,cotton
37,73,20,21.07037,21.359169,5.732902,116.12839,kidneybeans
56,69,75,18.58738,15.733168,6.874057,82.719312,chickpea
0,39,18,28.685189,83.938871,6.640241,46.190791,mungbean
83,39,34,26.604931,63.354411,6.4207,180.808954,coffee
89,38,27,25.497542,60.440485,7.578509,179.822805,coffee
40,22,12,31.180697,91.302986,7.118663,100.037455,orange
89,12,46,25.911405,85.155306,6.837908,41.081459,watermelon
34,28,12,23.050283,92.758906,7.153044,108.684734,orange
16,132,202,24.862055,83.483772,6.128098,69.167491,grapes
114,16,29,24.393769,64.275701,6.475115,178.693139,coffee
29,69,20,25.754294,58.393566,5.548987,178.597305,pigeonpeas
27,22,28,30.285511,49.690569,6.470021,71.645032,mango
28,125,197,21.552271,92.087261,5.818519,111.402635,apple
1,21,32,33.156528,49.345415,5.48199,81.149791,mango
35,14,35,18.671683,88.325948,6.652646,102.2309,pomegranate
111,27,25,23.994025,62.42589,6.485101,184.152495,coffee
28,72,22,28.587493,60.855986,5.652059,151.840769,pigeonpeas
88,31,33,24.812019,63.76539,7.027542,151.645929,coffee
11,125,196,23.714525,82.767296,5.945662,73.940546,grapes
121,39,18,24.22356,79.748704,5.90947,70.319337,cotton
37,8,40,19.384101,91.438813,6.640071,104.892162,pomegranate
39,49,49,31.292524,92.325294,6.713796,93.147754,papaya
19,143,197,22.700153,93.458411,5.959739,101.792763,apple
25,56,19,31.050622,64.570302,7.412743,66.739774,blackgram
37,64,23,22.580556,46.096702,6.597904,114.24906,pigeonpeas
89,13,53,25.43629,84.10633,6.42125,42.300005,watermelon
56,67,51,37.169959,93.696744,6.328927,102.1387,papaya
24,56,22,28.512244,65.043937,6.530125,66.903818,blackgram
4,137,192,12.960372,81.640753,6.057783,68.828242,grapes
26,56,24,24.738696,66.005292,7.078354,63.705524,lentil
87,36,44,22.793745,82.654618,6.330925,240.326447,rice
98,26,35,25.63621,56.804595,6.991381,182.141184,coffee
55,52,46,29.848759,91.81381,6.381537,41.533702,papaya
25,71,77,19.618192,17.170146,6.952809,75.326425,chickpea
87,30,34,25.357669,58.056042,6.512671,183.494543,coffee
65,43,38,24.772502,78.97817,6.368341,174.084388,jute
23,51,23,28.916247,53.848957,5.712349,27.123852,mothbeans
5,16,43,24.680562,92.802293,6.546418,106.652728,pomegranate
53,56,53,32.98199,92.536862,6.380395,97.293648,papaya
27,79,24,30.344246,42.640363,5.524303,107.249398,pigeonpeas
18,135,196,23.174579,93.569949,6.078918,124.301052,apple
55,73,24,18.890077,21.527739,5.6147,82.354525,kidneybeans
1,14,13,25.756389,93.86778,7.211984,106.269506,orange
39,43,17,27.624121,56.58401,5.659726,55.497546,mothbeans
84,45,43,19.686109,82.408279,6.068071,204.195278,rice
8,44,21,28.525147,83.40564,6.452539,46.099883,mungbean
105,13,54,25.059215,86.357526,6.891198,48.140669,watermelon
25,17,36,21.816045,90.270446,6.353799,106.881177,pomegranate
11,29,34,28.699577,96.021945,6.089841,165.31544,coconut
30,16,26,28.119366,99.093172,6.075992,222.622745,coconut
72,52,39,26.091315,74.726796,6.573001,196.380712,jute
2,16,40,20.09205,91.293384,6.566805,107.087656,pomegranate
39,66,17,17.315818,20.092228,5.705309,142.30938,kidneybeans
30,47,20,31.051314,51.735042,6.839506,55.195584,mothbeans
90,46,44,24.227256,80.673781,6.727341,196.873359,jute
26,72,23,17.887124,19.735083,5.863115,117.391942,kidneybeans
89,57,35,25.962042,83.319358,6.398356,293.674001,rice
15,56,16,23.647658,63.650124,6.237629,55.030676,lentil
68,65,47,35.748343,92.496456,6.319153,199.631395,papaya
17,18,45,22.305032,88.501873,6.02606,105.994305,pomegranate
31,19,14,26.486419,93.256048,7.419798,119.098158,orange
32,60,83,18.350779,16.325174,7.211276,66.789738,chickpea
93,37,35,24.672846,75.452988,7.122213,179.40464,jute
0,11,36,22.348373,90.826402,6.278489,103.342153,pomegranate
127,56,22,23.665088,80.367532,6.264692,97.214047,cotton
6,39,25,30.749618,50.271329,6.080634,53.411919,mothbeans
38,36,21,27.777724,85.003836,6.739485,48.991889,mungbean
12,131,193,27.844239,80.953575,5.914197,71.125928,grapes
38,40,23,29.935474,84.841011,6.887999,64.684212,mungbean
10,74,20,26.091266,67.714167,6.789189,64.592035,lentil
120,58,18,24.163294,79.791589,5.978839,104.69892,cotton
34,67,23,18.541865,21.726956,5.714163,66.802525,kidneybeans
1,28,34,31.317327,48.755266,5.68722,83.486728,mango
107,16,52,28.169281,92.311708,6.202541,27.886864,muskmelon
37,59,19,18.332808,20.933206,5.69239,84.398663,kidneybeans
12,8,11,23.532778,91.794809,6.657158,110.869789,orange
33,71,16,29.023026,48.749267,5.835252,134.35317,pigeonpeas
76,40,15,22.506721,60.201253,6.053888,81.186913,maize
70,38,35,25.530277,75.364504,6.163251,178.122447,jute
114,34,26,24.844921,57.576353,6.733595,186.049921,coffee
119,49,17,25.209278,78.780302,6.375312,61.322725,cotton
60,47,18,24.410689,56.83187,6.121623,60.911629,maize
37,78,23,24.547567,65.103758,6.874296,49.273847,lentil
45,56,17,20.714071,21.422582,5.66396,123.491475,kidneybeans
21,7,44,21.375045,91.687951,6.294582,101.397206,pomegranate
44,46,49,26.113074,92.262075,6.366535,58.115304,papaya
78,59,37,21.810469,82.919979,5.6515,277.991933,rice
30,69,23,26.051056,47.429338,5.26778,149.432618,pigeonpeas
120,8,54,28.302666,93.196949,6.55341,23.857167,muskmelon
5,37,23,28.488627,86.494419,6.756745,48.234482,mungbean
45,65,16,20.992275,21.901523,5.716677,82.779139,kidneybeans
93,42,21,19.950711,61.093728,5.964968,109.389276,maize
97,41,42,24.917624,82.723916,6.792446,157.733765,jute
35,62,23,20.037668,20.344133,5.749478,126.288171,kidneybeans
42,79,83,18.669212,17.068534,7.126102,69.007067,chickpea
111,48,15,24.565684,80.581341,6.070509,92.181689,cotton
10,44,23,27.896266,42.086439,6.854995,41.073655,mothbeans
28,143,205,23.025098,92.805666,5.942651,122.163267,apple
54,60,48,31.702693,92.813789,6.454116,153.163316,papaya
3,14,43,22.465518,86.120119,6.018405,107.133217,pomegranate
101,49,15,22.371884,78.646568,6.222817,99.902329,cotton
8,30,34,32.410566,48.530071,6.200869,72.945988,mango
8,143,200,29.866558,83.506591,5.902982,69.921167,grapes
9,18,25,31.535979,51.242534,5.435534,75.540678,mango
114,19,25,24.146615,57.230372,6.578946,170.504484,coffee
90,30,31,24.792761,63.959508,6.702493,178.430211,coffee
123,44,21,23.487309,79.223844,5.966328,85.727655,cotton
27,57,16,27.261012,54.31589,7.199784,59.897738,mothbeans
3,17,29,26.595026,91.602105,6.016619,139.568621,coconut
36,19,32,28.949217,95.190024,5.956202,131.689336,coconut
26,23,26,28.010329,93.948645,5.945661,170.639985,coconut
2,140,198,22.870857,92.866229,6.175364,109.166679,apple
0,28,13,28.737625,92.061607,6.768794,113.301549,orange
34,20,28,31.433231,52.196207,6.032566,89.608789,mango
11,19,35,31.906934,51.253216,5.802157,91.292628,mango
6,23,8,23.472124,92.94531,6.954069,108.775244,orange
85,89,47,28.092982,82.672905,6.002849,102.550891,banana
19,126,196,22.898493,91.258315,6.107227,107.038847,apple
35,133,193,29.808279,83.219658,6.206895,70.534296,grapes
23,62,22,32.894307,65.868505,6.702198,72.072283,blackgram
32,55,17,17.891461,21.322848,5.590647,101.304646,kidneybeans
12,138,202,27.146066,82.474478,5.820227,69.970236,grapes
114,54,19,24.537029,80.421671,6.432253,66.521973,cotton
16,74,23,28.157134,64.165084,6.289542,47.288113,lentil
86,86,54,27.947543,80.366166,6.068149,103.906435,banana
9,53,18,29.429227,47.597095,5.542628,64.596158,mothbeans
0,145,196,22.912722,94.190397,5.77432,122.83114,apple
61,46,37,24.213035,78.645913,6.866725,150.071286,jute
37,66,17,22.133128,65.352608,6.468731,71.905191,lentil
88,24,35,26.494648,60.858298,7.186198,189.016912,coffee
12,15,9,25.914937,93.121337,7.357819,104.829285,orange
34,79,20,23.258432,62.95967,6.963849,58.596898,lentil
46,66,17,32.741461,66.117112,6.387183,74.200401,blackgram
100,71,53,26.313449,79.564006,5.836514,94.640545,banana
35,67,16,24.045152,20.638076,5.79102,145.206036,kidneybeans
20,6,39,20.029378,91.082943,6.211692,103.026403,pomegranate
61,50,44,25.538109,75.542611,6.666519,179.176477,jute
57,68,49,35.018524,93.595231,6.566701,144.315794,papaya
24,60,22,23.596715,66.72176,6.187989,58.926797,lentil
13,8,32,26.301713,94.194916,6.08203,197.383796,coconut
26,77,15,22.498004,21.105399,5.852401,127.354591,kidneybeans
36,61,16,23.02529,22.062467,5.682638,144.265256,kidneybeans
16,42,18,28.339284,51.67328,5.657334,47.748436,mothbeans
59,68,53,29.912765,92.021149,6.336316,51.231458,papaya
46,67,81,18.846749,17.341869,7.175513,65.409731,chickpea
92,7,47,25.45493,85.663816,6.723777,40.658422,watermelon
1,37,31,33.752098,49.269326,6.222196,65.711491,mango
13,18,26,33.767058,48.382369,5.721315,71.337888,mango
85,49,18,23.570754,58.85654,6.263506,90.516689,maize
118,91,53,27.939756,81.786281,5.989461,103.569704,banana
89,43,37,26.022708,83.322351,6.640613,243.910732,rice
28,37,20,26.263573,57.844123,7.70671,49.49158,mothbeans
12,128,203,23.032453,92.214389,5.998752,123.517927,apple
29,66,18,20.085322,21.590257,5.789291,69.170379,kidneybeans
10,62,17,25.64694,61.64853,6.609855,73.585725,lentil
57,75,78,20.044261,18.293827,7.277433,89.030647,chickpea
38,57,15,23.392913,21.672976,5.71141,78.025382,kidneybeans
117,54,19,25.163936,79.835685,6.345514,78.196944,cotton
38,57,23,30.105959,47.944865,5.639555,136.110116,pigeonpeas
41,76,82,18.900122,18.04026,6.895908,79.663173,chickpea
57,58,83,19.471222,17.123897,7.230917,82.27413,chickpea
99,18,53,28.770475,93.484354,6.276894,20.651928,muskmelon
13,144,193,26.114101,82.164115,6.095789,67.323355,grapes
30,56,21,22.722826,67.638628,6.259868,50.435262,lentil
21,127,205,21.28055,92.607885,5.815044,103.761214,apple
37,40,18,28.595072,84.60261,6.51487,51.447507,mungbean
23,68,22,28.971713,39.873883,5.550962,102.799433,pigeonpeas
40,67,80,17.920918,16.592315,6.445067,67.485268,chickpea
119,44,16,25.944044,76.613039,6.013903,82.658671,cotton
42,76,79,18.51495,17.891941,6.25405,79.763986,chickpea
25,55,21,30.212797,48.938108,5.582546,97.52955,pigeonpeas
20,132,201,23.648768,83.041375,5.969146,73.886932,grapes
12,139,196,22.279344,93.556145,6.447032,124.967462,apple
38,58,19,20.068608,21.891156,5.771473,82.580374,kidneybeans
23,62,22,29.94207,63.178928,6.612339,72.974206,blackgram
48,58,19,29.095765,64.916368,6.441553,74.113418,blackgram
25,77,18,32.496959,55.563893,6.081694,157.301412,pigeonpeas
109,33,25,26.162838,56.38368,6.597884,187.35431,coffee
18,77,23,24.802628,65.316011,6.80082,56.474708,lentil
117,43,24,25.89898,78.205182,6.507416,90.456031,cotton
7,24,8,26.199981,93.772522,7.047154,105.256285,orange
8,13,39,20.890405,91.010326,6.516664,109.242184,pomegranate
22,16,13,25.412631,91.686145,7.314288,118.70324,orange
36,123,202,23.033185,92.015419,6.230521,101.253601,apple
1,54,20,28.53798,50.601506,6.726583,58.832132,mothbeans
94,23,31,25.052958,56.748773,6.963749,168.563346,coffee
27,64,25,22.89871,64.49092,6.585633,53.818255,lentil
69,43,23,22.591086,59.189857,6.186519,96.843687,maize
94,49,19,22.178623,59.959165,6.41607,77.671069,maize
29,6,38,21.087251,89.339416,6.239513,105.668061,pomegranate
114,16,52,27.951294,90.970789,6.726352,21.396423,muskmelon
67,47,20,21.242254,61.755635,6.432305,92.098575,maize
3,53,18,27.937842,83.818405,6.471622,53.15235,mungbean
74,42,40,24.418673,75.151621,6.347207,166.018099,jute
61,48,23,21.586551,62.208831,6.200423,62.170627,maize
3,68,16,21.019201,66.948722,6.119548,74.451269,lentil
57,57,77,18.684649,16.661877,7.274647,91.291232,chickpea
37,52,20,28.658666,85.31744,6.447464,48.701299,mungbean
19,7,33,27.788504,95.582933,6.070016,189.367507,coconut
1,17,26,28.13866,93.153442,5.833443,148.668393,coconut
123,54,17,25.802185,79.434919,6.227675,72.185857,cotton
26,74,22,20.254448,21.034494,5.796833,135.464265,kidneybeans
41,75,78,19.152037,17.433105,6.595196,86.377302,chickpea
14,35,17,29.194273,59.159454,6.769487,43.998651,mothbeans
103,37,31,24.653744,64.814246,6.843604,198.113204,coffee
49,76,19,31.404651,65.793746,6.911132,66.744985,blackgram
113,53,18,26.557627,78.109406,6.214744,98.292615,cotton
80,39,16,22.793446,59.629517,6.182649,74.243645,maize
9,54,18,26.45069,59.582469,6.735115,30.397882,mothbeans
21,64,23,21.590108,65.905883,6.095173,42.918267,lentil
36,69,22,20.170779,21.014416,5.796729,95.913179,kidneybeans
108,72,47,27.106523,78.654592,6.077744,105.409002,banana
114,6,51,24.47479,85.48166,6.458729,45.143832,watermelon
22,135,191,28.016594,82.55034,6.083962,68.37756,grapes
3,63,15,25.662745,66.814342,6.502154,41.358453,lentil
41,62,18,28.026627,66.161543,6.743699,70.615945,blackgram
67,57,37,22.731249,81.313039,6.005631,229.42091,rice
4,13,42,21.71687,92.805804,5.879025,106.594232,pomegranate
6,27,28,28.816422,48.58917,4.779495,67.393674,mango
27,15,30,27.820905,95.308871,6.232554,226.933013,coconut
129,40,24,23.984288,80.824483,5.889659,92.8397,cotton
14,59,21,30.67532,59.650622,6.319116,67.39262,mothbeans
34,44,25,27.12076,84.506653,6.587285,41.81664,mungbean
19,60,20,24.215412,64.543259,6.319224,69.488708,lentil
29,137,194,20.701814,82.450384,5.839902,71.249225,grapes
20,70,15,25.729253,35.774918,6.006904,131.694453,pigeonpeas
118,74,52,27.269901,79.972799,6.045448,117.571148,banana
96,38,17,22.472928,60.663631,5.690119,95.879888,maize
88,71,51,27.262885,81.166846,5.768185,102.395834,banana
94,11,45,28.788936,93.027576,6.311729,23.775454,muskmelon
31,132,195,24.344395,83.451101,5.952629,70.119021,grapes
19,62,19,21.190411,64.140651,6.480416,48.766903,lentil
92,5,50,26.079166,85.386827,6.261905,46.061096,watermelon
82,75,48,26.911133,81.149003,5.980334,115.831888,banana
20,131,196,21.78143,91.207509,6.174499,120.687024,apple
20,21,26,32.527882,52.250389,5.744861,86.645353,mango
6,59,21,27.868467,47.32489,7.251628,51.791487,mothbeans
97,89,51,27.653478,82.388626,6.035927,90.67513,banana
17,21,6,24.085172,91.568938,6.948387,118.329367,orange
23,10,10,20.291829,91.851953,6.704583,104.681524,orange
20,139,204,22.293605,91.953628,5.891666,101.226339,apple
79,55,38,25.180762,80.439821,6.917982,195.533887,jute
32,36,29,30.124296,48.43902,5.733299,81.245188,mango
96,43,39,24.043742,81.85287,6.185251,216.165345,rice
22,134,193,21.557382,84.691674,6.151966,65.320635,grapes
60,59,85,19.347536,16.035326,6.638236,67.8063,chickpea
47,61,49,24.985091,92.033813,6.315261,83.741427,papaya
97,37,19,23.597246,62.420712,6.317775,78.66259,maize
115,9,53,28.74041,93.062559,6.580623,24.728045,muskmelon
60,51,55,34.840239,91.898541,6.486822,54.958778,papaya
65,42,37,24.524197,80.080061,6.644826,159.040532,jute
89,57,22,22.850238,60.750658,6.15364,83.174702,maize
13,120,196,22.36344,90.646774,5.956541,105.349043,apple
23,57,17,23.03618,49.571437,6.242331,114.494369,pigeonpeas
91,37,35,24.734124,63.040051,6.457624,175.288272,coffee
14,145,199,22.632055,93.672776,6.040108,118.77321,apple
24,13,27,27.594438,92.677212,6.032876,173.982074,coconut
20,67,17,25.925443,62.071038,5.890937,66.836892,lentil
30,25,31,27.819688,47.870026,5.30192,80.939924,mango
88,9,54,28.541741,93.747696,6.408022,21.307347,muskmelon
70,47,35,24.526845,77.012461,6.654111,182.343011,jute
106,36,21,24.464867,81.864944,6.375192,87.545632,cotton
26,6,8,23.685398,92.505171,6.92605,119.638356,orange
12,13,44,20.20192,90.172558,6.38065,103.915371,pomegranate
29,58,21,29.050345,66.444342,6.46523,66.976903,blackgram
60,48,44,23.475406,82.120445,6.080833,193.275808,rice
17,59,22,26.621244,53.088838,7.388211,46.877814,mothbeans
115,20,53,28.465174,93.785676,6.476837,20.250041,muskmelon
99,15,50,24.824785,86.582296,6.535686,45.887595,watermelon
11,68,21,20.866838,61.309248,7.107071,68.587768,lentil
31,71,24,24.853659,42.454904,5.089817,128.038671,pigeonpeas
29,135,190,28.32514,82.661827,5.792616,67.493758,grapes
3,47,16,28.912031,50.880707,5.377304,38.610984,mothbeans
25,11,38,21.359248,88.665266,6.139544,100.877176,pomegranate
73,60,37,25.16395,76.852138,7.07852,152.835757,jute
116,16,54,25.132,86.04845,6.83481,43.872912,watermelon
93,36,28,25.818971,57.502186,6.757147,166.700734,coffee
75,35,40,25.299314,78.248618,7.167825,156.188033,jute
33,145,204,23.4425,93.22287,6.095828,102.805288,apple
84,47,38,25.360883,80.457189,6.753739,171.48504,jute
27,10,13,26.675311,92.837955,7.221724,113.872697,orange
27,19,28,31.672899,50.993139,5.854582,80.360702,mango
52,75,21,18.319666,20.543389,5.796456,120.842366,kidneybeans
112,7,54,26.421892,83.996885,6.412556,47.898681,watermelon
30,55,18,32.852729,43.827649,5.555636,93.592497,pigeonpeas
109,38,17,23.804283,81.706061,6.169086,86.371804,cotton
4,24,12,22.918201,92.27885,6.316375,105.409382,orange
111,13,53,25.570817,84.716183,6.453508,46.002025,watermelon
99,10,51,28.346934,93.403784,6.356122,21.749968,muskmelon
132,40,24,25.164162,81.279956,6.248353,90.512449,cotton
52,75,21,19.727051,21.61056,5.917553,146.851383,kidneybeans
60,56,78,17.967639,16.164134,7.097262,65.192703,chickpea
52,60,20,28.593457,64.935041,6.640947,65.512243,blackgram
3,78,21,24.439505,63.92512,6.298664,68.678938,lentil
87,50,44,24.785973,73.998285,6.787963,175.132467,jute
27,15,42,22.291065,93.338864,6.567537,101.033949,pomegranate
103,17,45,28.643838,92.625495,6.442846,24.006578,muskmelon
1,14,33,27.086087,94.472518,6.209351,148.999651,coconut
107,82,52,26.634672,76.914487,6.091988,102.543948,banana
82,6,50,27.400213,92.240889,6.48103,23.514417,muskmelon
96,91,54,27.092684,79.675686,5.962025,96.645815,banana
63,38,17,22.495251,62.346253,6.509483,69.071917,maize
29,79,24,25.684039,66.292378,6.479387,46.703246,lentil
37,136,191,30.157882,82.336723,6.107461,73.579519,grapes
104,39,28,26.559967,55.455737,6.869464,195.630126,coffee
59,78,84,18.440478,16.643302,6.371483,69.974799,chickpea
33,58,24,28.975542,82.453293,6.504454,51.158159,mungbean
8,66,17,25.117604,62.49144,6.535315,69.489408,lentil
39,64,23,29.000017,66.0937,6.753948,65.528259,blackgram
96,87,52,27.307715,82.399565,5.908857,115.836967,banana
72,57,42,23.98825,85.398759,6.646242,179.553104,jute
38,28,31,32.733519,48.590773,5.274466,73.70851,mango
16,48,21,28.279148,54.272552,6.213003,25.482188,mothbeans
2,58,22,27.456759,51.010295,6.270249,56.366087,mothbeans
99,15,55,25.291236,82.472885,6.189861,42.289423,watermelon
50,68,17,27.939069,67.79224,6.684282,74.865695,blackgram
26,15,12,23.381879,92.33254,7.205686,111.376375,orange
107,13,47,25.173006,83.948574,6.39394,48.192306,watermelon
23,120,196,22.712059,92.560963,6.119602,101.255328,apple
27,141,198,22.346194,92.296989,6.071743,119.543057,apple
112,29,31,25.430099,55.833069,6.802852,164.721539,coffee
41,55,15,30.093665,65.136277,6.82991,72.728401,blackgram
108,11,48,25.940601,84.030531,6.423627,46.122091,watermelon
120,49,19,25.21411,80.84265,6.569968,93.019322,cotton
82,44,22,22.260728,60.711185,6.52317,80.551423,maize
53,58,16,29.534651,65.855364,6.876408,67.434426,blackgram
35,127,191,23.520276,81.967653,6.116272,67.581582,grapes
23,72,81,19.518381,18.19926,7.06509,90.339057,chickpea
36,120,193,28.690104,82.51846,6.353762,70.035769,grapes
28,18,29,26.796375,97.116921,6.002222,137.11768,coconut
100,88,45,27.929838,80.474586,5.637919,110.225763,banana
29,59,18,29.194907,86.062438,6.549175,52.275494,mungbean
6,50,15,28.195483,53.881856,5.998099,43.85364,mothbeans
105,42,24,26.336184,78.031355,6.331443,98.906283,cotton
32,67,19,20.011401,21.467217,5.774293,115.510525,kidneybeans
131,60,21,22.347358,81.861938,6.181661,92.792447,cotton
90,15,55,25.412659,85.856107,6.61415,42.749083,watermelon
10,27,27,26.082039,97.387404,6.058067,207.484985,coconut
21,135,197,18.263514,82.32766,6.336119,67.270013,grapes
23,140,205,22.640251,92.727115,5.862976,109.002943,apple
42,64,48,30.625786,93.329617,6.396101,197.057705,papaya
80,41,45,23.512041,83.308985,6.605387,225.233332,rice
103,6,48,25.255218,86.953301,6.42021,40.807792,watermelon
115,25,29,24.737289,63.867581,6.761186,194.735093,coffee
8,140,201,22.477027,92.237061,5.946682,106.719927,apple
37,130,196,25.702128,82.267281,6.264198,67.291166,grapes
29,18,35,31.219447,49.366614,5.427438,82.440997,mango
5,20,30,27.11485,95.994354,6.229005,207.189215,coconut
2,66,21,26.517607,64.922435,6.487437,55.600544,lentil
2,42,22,29.464125,85.468239,6.584769,61.676505,mungbean
94,15,49,28.677173,90.960362,6.430896,20.211638,muskmelon
7,12,32,27.903828,95.025357,5.976932,175.560254,coconut
4,15,7,24.658791,92.368095,6.573408,118.649917,orange
115,11,53,29.39912,91.065804,6.784959,24.349802,muskmelon
34,28,9,25.390039,92.394821,7.184786,119.245561,orange
22,66,22,21.376427,58.652104,5.985409,103.242634,pigeonpeas
0,143,198,22.438279,90.137055,6.27523,119.52436,apple
57,67,77,17.056436,15.921792,7.587311,88.400043,chickpea
22,73,25,31.294045,64.491024,6.746334,68.667219,blackgram
97,30,32,25.258914,60.406225,6.886745,172.885703,coffee
25,60,16,18.136455,21.441106,5.653925,126.485084,kidneybeans
8,14,28,26.88912,97.139869,6.033038,185.094419,coconut
28,68,75,19.692949,17.021002,7.176442,97.61138,chickpea
18,50,21,27.898356,50.264161,5.005761,62.291904,mothbeans
37,55,20,25.590204,53.154457,4.288179,61.107821,mothbeans
9,139,190,21.277884,81.926627,5.801217,72.542823,grapes
23,79,76,19.809721,17.802207,6.917967,91.025787,chickpea
34,19,6,26.450456,90.188907,6.427075,119.178092,orange
39,67,20,21.721001,66.500467,6.98049,45.327987,lentil
25,57,17,31.712741,63.665144,6.940049,72.880351,blackgram
115,82,55,28.744658,80.241987,6.417889,113.620465,banana
23,11,31,28.63368,96.384184,5.73783,190.969546,coconut
8,27,10,26.580778,91.94113,7.047598,106.904081,orange
62,41,41,23.255109,81.742337,6.247927,254.408731,rice
40,36,19,27.927018,81.794816,6.396666,47.736739,mungbean
31,25,30,27.700608,93.050522,5.925827,217.956324,coconut
16,137,201,26.815538,81.962115,5.707577,67.226036,grapes
30,42,20,31.052637,61.25364,6.925762,43.681554,mothbeans
23,9,33,27.308848,100.51248,6.188936,213.580637,coconut
53,76,22,18.298025,22.204433,5.893148,82.280379,kidneybeans
17,6,26,27.24652,94.936061,5.957412,156.89043,coconut
36,42,16,30.136682,49.137923,7.981206,64.396989,mothbeans
102,74,47,26.977873,78.746766,6.059672,98.232379,banana
5,6,13,25.587336,94.957565,7.107814,102.489978,orange
99,11,52,25.904283,85.395766,6.400018,40.536284,watermelon
98,23,27,25.331119,58.966095,6.638243,178.512406,coffee
38,74,16,32.196755,64.213424,6.942187,65.725223,blackgram
96,14,54,28.345843,93.850239,6.623179,23.2137,muskmelon
119,18,31,27.177293,59.193204,6.623488,161.832769,coffee
118,5,52,28.398478,93.578017,6.456195,22.329722,muskmelon
5,144,202,22.922866,92.920917,5.810065,110.860503,apple
112,76,50,29.60701,80.173599,6.025317,111.424594,banana
84,42,17,21.762301,60.214788,6.237801,90.395255,maize
115,12,46,27.987788,92.748973,6.600786,28.896937,muskmelon
43,64,19,31.356288,65.805237,6.917853,65.545093,blackgram
10,122,204,21.89364,92.655985,6.000386,104.537441,apple
24,56,22,26.613255,65.993476,6.252344,66.233185,blackgram
2,57,25,27.047549,53.232114,7.46797,31.178501,mothbeans
80,6,50,24.821585,82.800969,6.498382,40.253715,watermelon
97,81,48,28.61404,80.451327,5.87719,102.240603,banana
93,8,46,25.907026,81.034926,6.446005,46.94542,watermelon
